"","ngram","freq","length","less1gram","less1gram_freq","hit_rate","suggest"
"3114","one i",9,"2","one",838,0.0107398568019093,"i"
"3115","one on",9,"2","one",838,0.0107398568019093,"on"
"3116","one who",9,"2","one",838,0.0107398568019093,"who"
"5022","of the people",6,"3","of the",559,0.0107334525939177,"people"
"404","in this",43,"2","in",4007,0.0107312203643624,"this"
"210","a big",70,"2","a",6533,0.0107148323894076,"big"
"427","of course",41,"2","of",3840,0.0106770833333333,"course"
"1707","we go",15,"2","we",1407,0.0106609808102345,"go"
"1708","we hope",15,"2","we",1407,0.0106609808102345,"hope"
"1709","we must",15,"2","we",1407,0.0106609808102345,"must"
"2006","out this",13,"2","out",1220,0.010655737704918,"this"
"267","you need",61,"2","you",5740,0.0106271777003484,"need"
"3101","now the",9,"2","now",847,0.0106257378984652,"the"
"2611","can just",10,"2","can",943,0.0106044538706257,"just"
"2568","will keep",11,"2","will",1043,0.0105465004793864,"keep"
"114","the world",103,"2","the",9784,0.0105273916598528,"world"
"585","it i",33,"2","it",3139,0.0105129021981523,"i"
"657","on facebook",30,"2","on",2857,0.0105005250262513,"facebook"
"658","on me",30,"2","on",2857,0.0105005250262513,"me"
"337","and we",49,"2","and",4687,0.0104544484745039,"we"
"4354","in the house",9,"3","in the",861,0.0104529616724739,"house"
"4355","in the next",9,"3","in the",861,0.0104529616724739,"next"
"4356","in the s",9,"3","in the",861,0.0104529616724739,"s"
"799","that will",26,"2","that",2488,0.0104501607717042,"will"
"2393","good i",11,"2","good",1054,0.0104364326375712,"i"
"2394","good idea",11,"2","good",1054,0.0104364326375712,"idea"
"2395","good work",11,"2","good",1054,0.0104364326375712,"work"
"441","of them",40,"2","of",3840,0.0104166666666667,"them"
"442","of us",40,"2","of",3840,0.0104166666666667,"us"
"1316","so it",18,"2","so",1731,0.0103986135181976,"it"
"2198","love love",12,"2","love",1154,0.0103986135181976,"love"
"2130","do and",12,"2","do",1155,0.0103896103896104,"and"
"2131","do my",12,"2","do",1155,0.0103896103896104,"my"
"2132","do to",12,"2","do",1155,0.0103896103896104,"to"
"3683","time we",8,"2","time",771,0.0103761348897536,"we"
"167","i could",79,"2","i",7617,0.010371537350663,"could"
"168","i really",79,"2","i",7617,0.010371537350663,"really"
"1020","be here",21,"2","be",2025,0.0103703703703704,"here"
"2615","day weekend",10,"2","day",966,0.010351966873706,"weekend"
"2616","day with",10,"2","day",966,0.010351966873706,"with"
"2758","rt hey",10,"2","rt",969,0.0103199174406605,"hey"
"2759","rt its",10,"2","rt",969,0.0103199174406605,"its"
"2760","rt just",10,"2","rt",969,0.0103199174406605,"just"
"2761","rt so",10,"2","rt",969,0.0103199174406605,"so"
"1911","all these",13,"2","all",1261,0.0103092783505155,"these"
"1912","all those",13,"2","all",1261,0.0103092783505155,"those"
"1259","your day",19,"2","your",1845,0.0102981029810298,"day"
"1260","your head",19,"2","your",1845,0.0102981029810298,"head"
"1261","your new",19,"2","your",1845,0.0102981029810298,"new"
"1516","just to",16,"2","just",1556,0.0102827763496144,"to"
"2063","was an",13,"2","was",1273,0.0102120974076984,"an"
"2064","was awesome",13,"2","was",1273,0.0102120974076984,"awesome"
"2065","was there",13,"2","was",1273,0.0102120974076984,"there"
"1353","are your",17,"2","are",1666,0.0102040816326531,"your"
"3413","great news",8,"2","great",784,0.0102040816326531,"news"
"604","it all",32,"2","it",3139,0.0101943294042689,"all"
"456","is your",39,"2","is",3826,0.0101934134866702,"your"
"1442","this game",17,"2","this",1672,0.0101674641148325,"game"
"627","my best",31,"2","my",3053,0.0101539469374386,"best"
"628","my day",31,"2","my",3053,0.0101539469374386,"day"
"1984","like your",13,"2","like",1284,0.0101246105919003,"your"
"2415","if not",11,"2","if",1095,0.0100456621004566,"not"
"2416","if she",11,"2","if",1095,0.0100456621004566,"she"
"3532","no doubt",8,"2","no",797,0.0100376411543287,"doubt"
"3533","no im",8,"2","no",797,0.0100376411543287,"im"
"121","the first",98,"2","the",9784,0.0100163532297629,"first"
"122","the new",98,"2","the",9784,0.0100163532297629,"new"
"424","for following",41,"2","for",4096,0.010009765625,"following"
"1386","im about",17,"2","im",1705,0.00997067448680352,"about"
"2295","up i",12,"2","up",1205,0.00995850622406639,"i"
"2296","up so",12,"2","up",1205,0.00995850622406639,"so"
"1339","with some",18,"2","with",1819,0.00989554700384827,"some"
"1092","be an",20,"2","be",2025,0.00987654320987654,"an"
"1093","be one",20,"2","be",2025,0.00987654320987654,"one"
"2225","out here",12,"2","out",1220,0.00983606557377049,"here"
"1429","so tired",17,"2","so",1731,0.0098209127671866,"tired"
"2149","get down",12,"2","get",1222,0.00981996726677578,"down"
"2970","from me",9,"2","from",917,0.00981461286804798,"me"
"2971","from our",9,"2","from",917,0.00981461286804798,"our"
"2972","from this",9,"2","from",917,0.00981461286804798,"this"
"368","and it",46,"2","and",4687,0.00981438020055473,"it"
"1269","at your",18,"2","at",1835,0.00980926430517711,"your"
"3163","thanks rt",9,"2","thanks",918,0.00980392156862745,"rt"
"293","you like",56,"2","you",5740,0.00975609756097561,"like"
"1342","your tweets",18,"2","your",1845,0.00975609756097561,"tweets"
"497","is this",37,"2","is",3826,0.00967067433350758,"this"
"2562","what does",11,"2","what",1140,0.00964912280701754,"does"
"2563","what he",11,"2","what",1140,0.00964912280701754,"he"
"889","that shit",24,"2","that",2488,0.00964630225080386,"shit"
"1644","just had",15,"2","just",1556,0.0096401028277635,"had"
"1645","just realized",15,"2","just",1556,0.0096401028277635,"realized"
"3482","know but",8,"2","know",832,0.00961538461538462,"but"
"3704","u follow",8,"2","u",832,0.00961538461538462,"follow"
"378","and its",45,"2","and",4687,0.00960102410923832,"its"
"2862","will b",10,"2","will",1043,0.00958772770853308,"b"
"2863","will help",10,"2","will",1043,0.00958772770853308,"help"
"196","i didnt",73,"2","i",7617,0.00958382565314428,"didnt"
"297","you will",55,"2","you",5740,0.00958188153310104,"will"
"1569","this evening",16,"2","this",1672,0.00956937799043062,"evening"
"1570","this time",16,"2","this",1672,0.00956937799043062,"time"
"3556","one thing",8,"2","one",838,0.00954653937947494,"thing"
"2931","can find",9,"2","can",943,0.0095440084835631,"find"
"2932","can give",9,"2","can",943,0.0095440084835631,"give"
"2933","can hear",9,"2","can",943,0.0095440084835631,"hear"
"2934","can only",9,"2","can",943,0.0095440084835631,"only"
"2935","can talk",9,"2","can",943,0.0095440084835631,"talk"
"2453","love for",11,"2","love",1154,0.00953206239168111,"for"
"2212","not have",12,"2","not",1263,0.00950118764845606,"have"
"2213","not really",12,"2","not",1263,0.00950118764845606,"really"
"166","to all",80,"2","to",8421,0.0095000593753711,"all"
"699","my head",29,"2","my",3053,0.0094988535866361,"head"
"2640","good for",10,"2","good",1054,0.0094876660341556,"for"
"2641","good news",10,"2","good",1054,0.0094876660341556,"news"
"1926","but then",13,"2","but",1372,0.00947521865889213,"then"
"2950","dont give",9,"2","dont",952,0.00945378151260504,"give"
"2951","dont mind",9,"2","dont",952,0.00945378151260504,"mind"
"3536","now lol",8,"2","now",847,0.00944510035419126,"lol"
"3537","now thats",8,"2","now",847,0.00944510035419126,"thats"
"3538","now this",8,"2","now",847,0.00944510035419126,"this"
"3539","now you",8,"2","now",847,0.00944510035419126,"you"
"2301","was fun",12,"2","was",1273,0.00942655145326002,"fun"
"2302","was good",12,"2","was",1273,0.00942655145326002,"good"
"2303","was pretty",12,"2","was",1273,0.00942655145326002,"pretty"
"311","you were",54,"2","you",5740,0.00940766550522648,"were"
"134","the follow",92,"2","the",9784,0.00940310711365495,"follow"
"135","the next",92,"2","the",9784,0.00940310711365495,"next"
"2186","its about",12,"2","its",1278,0.00938967136150235,"about"
"2187","its friday",12,"2","its",1278,0.00938967136150235,"friday"
"2188","its ok",12,"2","its",1278,0.00938967136150235,"ok"
"1508","im trying",16,"2","im",1705,0.0093841642228739,"trying"
"172","to hear",79,"2","to",8421,0.00938130863317896,"hear"
"518","of all",36,"2","of",3840,0.009375,"all"
"1118","me im",20,"2","me",2141,0.00934142923867352,"im"
"1119","me of",20,"2","me",2141,0.00934142923867352,"of"
"1120","me so",20,"2","me",2141,0.00934142923867352,"so"
"1121","me your",20,"2","me",2141,0.00934142923867352,"your"
"261","a long",61,"2","a",6533,0.00933721108219807,"long"
"2944","day so",9,"2","day",966,0.0093167701863354,"so"
"139","the day",91,"2","the",9784,0.00930089942763696,"day"
"4479","in the car",8,"3","in the",861,0.00929152148664344,"car"
"4480","in the city",8,"3","in the",861,0.00929152148664344,"city"
"4481","in the studio",8,"3","in the",861,0.00929152148664344,"studio"
"3138","rt great",9,"2","rt",969,0.00928792569659443,"great"
"3139","rt happy",9,"2","rt",969,0.00928792569659443,"happy"
"471","for an",38,"2","for",4096,0.00927734375,"an"
"472","for sure",38,"2","for",4096,0.00927734375,"sure"
"1354","at that",17,"2","at",1835,0.00926430517711172,"that"
"175","to work",78,"2","to",8421,0.00926255789098682,"work"
"1554","so so",16,"2","so",1731,0.00924321201617562,"so"
"2067","we may",13,"2","we",1407,0.00923951670220327,"may"
"1466","your heart",17,"2","your",1845,0.00921409214092141,"heart"
"536","is just",35,"2","is",3826,0.00914793518034501,"just"
"4607","for the best",7,"3","for the",766,0.00913838120104439,"best"
"4608","for the future",7,"3","for the",766,0.00913838120104439,"future"
"4609","for the retweet",7,"3","for the",766,0.00913838120104439,"retweet"
"4610","for the rts",7,"3","for the",766,0.00913838120104439,"rts"
"4611","for the summer",7,"3","for the",766,0.00913838120104439,"summer"
"2672","if anyone",10,"2","if",1095,0.0091324200913242,"anyone"
"2673","if there",10,"2","if",1095,0.0091324200913242,"there"
"543","of those",35,"2","of",3840,0.00911458333333333,"those"
"3734","when are",8,"2","when",884,0.00904977375565611,"are"
"492","for our",37,"2","for",4096,0.009033203125,"our"
"493","for that",37,"2","for",4096,0.009033203125,"that"
"2486","out so",11,"2","out",1220,0.00901639344262295,"so"
"2387","get over",11,"2","get",1222,0.00900163666121113,"over"
"2388","get this",11,"2","get",1222,0.00900163666121113,"this"
"1810","just because",14,"2","just",1556,0.0089974293059126,"because"
"1811","just bought",14,"2","just",1556,0.0089974293059126,"bought"
"1692","this day",15,"2","this",1672,0.00897129186602871,"day"
"1693","this shit",15,"2","this",1672,0.00897129186602871,"shit"
"218","i guess",68,"2","i",7617,0.00892739923854536,"guess"
"731","it be",28,"2","it",3139,0.00892003822873527,"be"
"146","the only",87,"2","the",9784,0.008892068683565,"only"
"1270","be done",18,"2","be",2025,0.00888888888888889,"done"
"1271","be my",18,"2","be",2025,0.00888888888888889,"my"
"1272","be with",18,"2","be",2025,0.00888888888888889,"with"
"755","my friends",27,"2","my",3053,0.00884376023583361,"friends"
"756","my own",27,"2","my",3053,0.00884376023583361,"own"
"1000","that are",22,"2","that",2488,0.00884244372990354,"are"
"1634","im at",15,"2","im",1705,0.00879765395894428,"at"
"1635","im having",15,"2","im",1705,0.00879765395894428,"having"
"1585","with an",16,"2","with",1819,0.00879604178119846,"an"
"1586","with her",16,"2","with",1819,0.00879604178119846,"her"
"2854","what makes",10,"2","what",1140,0.0087719298245614,"makes"
"2855","what your",10,"2","what",1140,0.0087719298245614,"your"
"2856","what youre",10,"2","what",1140,0.0087719298245614,"youre"
"535","in his",35,"2","in",4007,0.00873471425006239,"his"
"1475","at you",16,"2","at",1835,0.00871934604904632,"you"
"3625","thanks im",8,"2","thanks",918,0.00871459694989107,"im"
"2476","not in",11,"2","not",1263,0.00870942201108472,"in"
"152","the most",85,"2","the",9784,0.00868765331152903,"most"
"3294","about being",8,"2","about",922,0.00867678958785249,"being"
"3295","about him",8,"2","about",922,0.00867678958785249,"him"
"1589","your support",16,"2","your",1845,0.00867208672086721,"support"
"1668","so proud",15,"2","so",1731,0.00866551126516464,"proud"
"2709","love him",10,"2","love",1154,0.00866551126516464,"him"
"2710","love when",10,"2","love",1154,0.00866551126516464,"when"
"2619","do they",10,"2","do",1155,0.00865800865800866,"they"
"2556","was one",11,"2","was",1273,0.00864100549882168,"one"
"2557","was thinking",11,"2","was",1273,0.00864100549882168,"thinking"
"3245","will go",9,"2","will",1043,0.00862895493767977,"go"
"3246","will take",9,"2","will",1043,0.00862895493767977,"take"
"584","is good",33,"2","is",3826,0.00862519602718244,"good"
"2439","its okay",11,"2","its",1278,0.00860719874804382,"okay"
"2440","its really",11,"2","its",1278,0.00860719874804382,"really"
"749","it but",27,"2","it",3139,0.00860146543485186,"but"
"750","it for",27,"2","it",3139,0.00860146543485186,"for"
"2449","like how",11,"2","like",1284,0.00856697819314642,"how"
"2450","like they",11,"2","like",1284,0.00856697819314642,"they"
"203","to take",72,"2","to",8421,0.00855005343783399,"take"
"2983","good job",9,"2","good",1054,0.00853889943074004,"job"
"345","you cant",49,"2","you",5740,0.00853658536585366,"cant"
"2304","we know",12,"2","we",1407,0.00852878464818763,"know"
"791","my heart",26,"2","my",3053,0.00851621356043236,"heart"
"1064","that one",21,"2","that",2488,0.00844051446945338,"one"
"1303","me off",18,"2","me",2141,0.00840728631480617,"off"
"1738","are great",14,"2","are",1666,0.00840336134453781,"great"
"1739","are like",14,"2","are",1666,0.00840336134453781,"like"
"883","on his",24,"2","on",2857,0.00840042002100105,"his"
"1356","be more",17,"2","be",2025,0.00839506172839506,"more"
"602","is an",32,"2","is",3826,0.00836382645060115,"an"
"603","is still",32,"2","is",3826,0.00836382645060115,"still"
"360","you all",48,"2","you",5740,0.00836236933797909,"all"
"1978","just found",13,"2","just",1556,0.0083547557840617,"found"
"1979","just now",13,"2","just",1556,0.0083547557840617,"now"
"1980","just so",13,"2","just",1556,0.0083547557840617,"so"
"1981","just went",13,"2","just",1556,0.0083547557840617,"went"
"449","and they",39,"2","and",4687,0.00832088756133988,"they"
"2840","up early",10,"2","up",1205,0.00829875518672199,"early"
"2841","up here",10,"2","up",1205,0.00829875518672199,"here"
"2842","up there",10,"2","up",1205,0.00829875518672199,"there"
"3366","day ever",8,"2","day",966,0.0082815734989648,"ever"
"3367","day we",8,"2","day",966,0.0082815734989648,"we"
"164","the way",81,"2","the",9784,0.00827882256745707,"way"
"3591","rt for",8,"2","rt",969,0.00825593395252838,"for"
"3592","rt good",8,"2","rt",969,0.00825593395252838,"good"
"3021","if a",9,"2","if",1095,0.00821917808219178,"a"
"3022","if only",9,"2","if",1095,0.00821917808219178,"only"
"3023","if that",9,"2","if",1095,0.00821917808219178,"that"
"1793","im glad",14,"2","im",1705,0.00821114369501466,"glad"
"1794","im here",14,"2","im",1705,0.00821114369501466,"here"
"2750","out how",10,"2","out",1220,0.00819672131147541,"how"
"367","you in",47,"2","you",5740,0.00818815331010453,"in"
"2635","get together",10,"2","get",1222,0.00818330605564648,"together"
"1605","at night",15,"2","at",1835,0.00817438692098093,"night"
"255","i wanna",62,"2","i",7617,0.00813968754102665,"wanna"
"1722","your friends",15,"2","your",1845,0.00813008130081301,"friends"
"1723","your tweet",15,"2","your",1845,0.00813008130081301,"tweet"
"4672","in the back",7,"3","in the",861,0.00813008130081301,"back"
"4673","in the mail",7,"3","in the",861,0.00813008130081301,"mail"
"4674","in the rain",7,"3","in the",861,0.00813008130081301,"rain"
"312","a day",53,"2","a",6533,0.00811265880912291,"day"
"1847","so long",14,"2","so",1731,0.00808781051415367,"long"
"1848","so what",14,"2","so",1731,0.00808781051415367,"what"
"1137","that a",20,"2","that",2488,0.00803858520900321,"a"
"2363","but ill",11,"2","but",1372,0.00801749271137026,"ill"
"2364","but in",11,"2","but",1372,0.00801749271137026,"in"
"2365","but thats",11,"2","but",1372,0.00801749271137026,"thats"
"2366","but what",11,"2","but",1372,0.00801749271137026,"what"
"263","i thought",61,"2","i",7617,0.00800840225810687,"thought"
"837","it a",25,"2","it",3139,0.00796431984708506,"a"
"1407","me at",17,"2","me",2141,0.00794021485287249,"at"
"1408","me for",17,"2","me",2141,0.00794021485287249,"for"
"2588","all for",10,"2","all",1261,0.00793021411578113,"for"
"2589","all in",10,"2","all",1261,0.00793021411578113,"in"
"2729","not working",10,"2","not",1263,0.00791765637371338,"working"
"1476","be nice",16,"2","be",2025,0.00790123456790123,"nice"
"3240","what time",9,"2","what",1140,0.00789473684210526,"time"
"3241","what was",9,"2","what",1140,0.00789473684210526,"was"
"1775","have my",14,"2","have",1780,0.00786516853932584,"my"
"1776","have not",14,"2","have",1780,0.00786516853932584,"not"
"882","my way",24,"2","my",3053,0.00786112020962987,"way"
"2847","was funny",10,"2","was",1273,0.00785545954438335,"funny"
"2848","was hoping",10,"2","was",1273,0.00785545954438335,"hoping"
"2849","was too",10,"2","was",1273,0.00785545954438335,"too"
"652","is now",30,"2","is",3826,0.00784108729743858,"now"
"4872","for the rest",6,"3","for the",766,0.00783289817232376,"rest"
"4873","for the weekend",6,"3","for the",766,0.00783289817232376,"weekend"
"2691","its almost",10,"2","its",1278,0.00782472613458529,"almost"
"2692","its cold",10,"2","its",1278,0.00782472613458529,"cold"
"2693","its own",10,"2","its",1278,0.00782472613458529,"own"
"2694","its still",10,"2","its",1278,0.00782472613458529,"still"
"2558","we r",11,"2","we",1407,0.007818052594172,"r"
"1921","are all",13,"2","are",1666,0.0078031212484994,"all"
"1922","are awesome",13,"2","are",1666,0.0078031212484994,"awesome"
"3067","love what",9,"2","love",1154,0.00779896013864818,"what"
"2947","do anything",9,"2","do",1155,0.00779220779220779,"anything"
"2948","do but",9,"2","do",1155,0.00779220779220779,"but"
"2949","do some",9,"2","do",1155,0.00779220779220779,"some"
"623","in our",31,"2","in",4007,0.0077364611929124,"our"
"237","to your",65,"2","to",8421,0.00771879824248902,"your"
"2189","just get",12,"2","just",1556,0.0077120822622108,"get"
"2190","just made",12,"2","just",1556,0.0077120822622108,"made"
"2191","just me",12,"2","just",1556,0.0077120822622108,"me"
"2192","just one",12,"2","just",1556,0.0077120822622108,"one"
"2193","just the",12,"2","just",1556,0.0077120822622108,"the"
"992","on to",22,"2","on",2857,0.00770038501925096,"to"
"506","and your",36,"2","and",4687,0.00768081928739065,"your"
"3742","will always",8,"2","will",1043,0.00767018216682646,"always"
"3743","will start",8,"2","will",1043,0.00767018216682646,"start"
"3744","will the",8,"2","will",1043,0.00767018216682646,"the"
"3745","will win",8,"2","will",1043,0.00767018216682646,"win"
"398","you just",44,"2","you",5740,0.00766550522648084,"just"
"1962","im done",13,"2","im",1705,0.00762463343108504,"done"
"1963","im really",13,"2","im",1705,0.00762463343108504,"really"
"1964","im sorry",13,"2","im",1705,0.00762463343108504,"sorry"
"247","to know",64,"2","to",8421,0.00760004750029688,"know"
"3411","good at",8,"2","good",1054,0.00759013282732448,"at"
"3412","good game",8,"2","good",1054,0.00759013282732448,"game"
"696","is there",29,"2","is",3826,0.00757971772085729,"there"
"927","my mind",23,"2","my",3053,0.00753357353422863,"mind"
"2021","so bad",13,"2","so",1731,0.00751010976314269,"bad"
"2022","so the",13,"2","so",1731,0.00751010976314269,"the"
"1529","me please",16,"2","me",2141,0.00747314339093881,"please"
"1530","me when",16,"2","me",2141,0.00747314339093881,"when"
"3223","up all",9,"2","up",1205,0.00746887966804979,"all"
"3224","up from",9,"2","up",1205,0.00746887966804979,"from"
"3225","up your",9,"2","up",1205,0.00746887966804979,"your"
"1606","be happy",15,"2","be",2025,0.00740740740740741,"happy"
"3123","out that",9,"2","out",1220,0.00737704918032787,"that"
"3124","out your",9,"2","out",1220,0.00737704918032787,"your"
"2975","get better",9,"2","get",1222,0.00736497545008183,"better"
"2976","get home",9,"2","get",1222,0.00736497545008183,"home"
"2977","get them",9,"2","get",1222,0.00736497545008183,"them"
"258","to start",62,"2","to",8421,0.0073625460159126,"start"
"647","for it",30,"2","for",4096,0.00732421875,"it"
"648","for us",30,"2","for",4096,0.00732421875,"us"
"730","is no",28,"2","is",3826,0.00731834814427601,"no"
"421","you at",42,"2","you",5740,0.00731707317073171,"at"
"1949","have ever",13,"2","have",1780,0.00730337078651685,"ever"
"1950","have that",13,"2","have",1780,0.00730337078651685,"that"
"734","of that",28,"2","of",3840,0.00729166666666667,"that"
"2608","but never",10,"2","but",1372,0.00728862973760933,"never"
"2609","but sometimes",10,"2","but",1372,0.00728862973760933,"sometimes"
"2610","but this",10,"2","but",1372,0.00728862973760933,"this"
"983","my car",22,"2","my",3053,0.00720602685882738,"car"
"984","my eyes",22,"2","my",3053,0.00720602685882738,"eyes"
"985","my hair",22,"2","my",3053,0.00720602685882738,"hair"
"986","my twitter",22,"2","my",3053,0.00720602685882738,"twitter"
"2106","are doing",12,"2","are",1666,0.00720288115246098,"doing"
"2107","are having",12,"2","are",1666,0.00720288115246098,"having"
"2108","are looking",12,"2","are",1666,0.00720288115246098,"looking"
"2109","are really",12,"2","are",1666,0.00720288115246098,"really"
"2110","are we",12,"2","are",1666,0.00720288115246098,"we"
"2269","this sunday",12,"2","this",1672,0.00717703349282297,"sunday"
"2075","with him",13,"2","with",1819,0.00714678394722375,"him"
"3096","not an",9,"2","not",1263,0.00712589073634204,"an"
"3097","not bad",9,"2","not",1263,0.00712589073634204,"bad"
"3098","not enough",9,"2","not",1263,0.00712589073634204,"enough"
"3099","not on",9,"2","not",1263,0.00712589073634204,"on"
"3100","not yet",9,"2","not",1263,0.00712589073634204,"yet"
"2852","we cant",10,"2","we",1407,0.00710732054015636,"cant"
"301","i should",54,"2","i",7617,0.00708940527766837,"should"
"3230","was all",9,"2","was",1273,0.00706991358994501,"all"
"3231","was at",9,"2","was",1273,0.00706991358994501,"at"
"2441","just be",11,"2","just",1556,0.0070694087403599,"be"
"2442","just have",11,"2","just",1556,0.0070694087403599,"have"
"2443","just heard",11,"2","just",1556,0.0070694087403599,"heard"
"2444","just keep",11,"2","just",1556,0.0070694087403599,"keep"
"2445","just need",11,"2","just",1556,0.0070694087403599,"need"
"3049","its always",9,"2","its",1278,0.00704225352112676,"always"
"3050","its amazing",9,"2","its",1278,0.00704225352112676,"amazing"
"3051","its hard",9,"2","its",1278,0.00704225352112676,"hard"
"3052","its nice",9,"2","its",1278,0.00704225352112676,"nice"
"572","and have",33,"2","and",4687,0.00704075101344143,"have"
"2177","im coming",12,"2","im",1705,0.00703812316715543,"coming"
"974","it has",22,"2","it",3139,0.00700860146543485,"has"
"975","it when",22,"2","it",3139,0.00700860146543485,"when"
"1650","me but",15,"2","me",2141,0.00700607192900514,"but"
"1651","me now",15,"2","me",2141,0.00700607192900514,"now"
"1128","on here",20,"2","on",2857,0.00700035001750087,"here"
"1129","on some",20,"2","on",2857,0.00700035001750087,"some"
"1130","on their",20,"2","on",2857,0.00700035001750087,"their"
"447","you on",40,"2","you",5740,0.00696864111498258,"on"
"4962","in the day",6,"3","in the",861,0.00696864111498258,"day"
"4963","in the future",6,"3","in the",861,0.00696864111498258,"future"
"4964","in the game",6,"3","in the",861,0.00696864111498258,"game"
"4965","in the park",6,"3","in the",861,0.00696864111498258,"park"
"4966","in the playoffs",6,"3","in the",861,0.00696864111498258,"playoffs"
"4967","in the right",6,"3","in the",861,0.00696864111498258,"right"
"316","i see",53,"2","i",7617,0.00695811999474859,"see"
"2236","so fucking",12,"2","so",1731,0.00693240901213172,"fucking"
"3495","love her",8,"2","love",1154,0.00693240901213172,"her"
"3372","do all",8,"2","do",1155,0.00692640692640693,"all"
"3373","do in",8,"2","do",1155,0.00692640692640693,"in"
"3374","do so",8,"2","do",1155,0.00692640692640693,"so"
"3375","do your",8,"2","do",1155,0.00692640692640693,"your"
"1744","be doing",14,"2","be",2025,0.00691358024691358,"doing"
"1745","be sure",14,"2","be",2025,0.00691358024691358,"sure"
"1746","be working",14,"2","be",2025,0.00691358024691358,"working"
"1054","my parents",21,"2","my",3053,0.00687848018342614,"parents"
"1435","that they",17,"2","that",2488,0.00683279742765273,"they"
"594","and all",32,"2","and",4687,0.00682739492212503,"all"
"320","i did",52,"2","i",7617,0.0068268347118288,"did"
"464","you could",39,"2","you",5740,0.00679442508710801,"could"
"465","you got",39,"2","you",5740,0.00679442508710801,"got"
"466","you i",39,"2","you",5740,0.00679442508710801,"i"
"795","of me",26,"2","of",3840,0.00677083333333333,"me"
"284","to say",57,"2","to",8421,0.00676879230495191,"say"
"2163","have had",12,"2","have",1780,0.00674157303370787,"had"
"2164","have one",12,"2","have",1780,0.00674157303370787,"one"
"1043","it just",21,"2","it",3139,0.00669002867155145,"just"
"1229","on friday",19,"2","on",2857,0.00665033251662583,"friday"
"291","to find",56,"2","to",8421,0.00665004156275977,"find"
"3705","up next",8,"2","up",1205,0.00663900414937759,"next"
"3706","up some",8,"2","up",1205,0.00663900414937759,"some"
"2346","are gonna",11,"2","are",1666,0.00660264105642257,"gonna"
"2347","are my",11,"2","are",1666,0.00660264105642257,"my"
"2348","are now",11,"2","are",1666,0.00660264105642257,"now"
"2349","are there",11,"2","are",1666,0.00660264105642257,"there"
"2350","are too",11,"2","are",1666,0.00660264105642257,"too"
"2313","with his",12,"2","with",1819,0.00659703133589885,"his"
"2314","with our",12,"2","with",1819,0.00659703133589885,"our"
"2315","with their",12,"2","with",1819,0.00659703133589885,"their"
"2532","this show",11,"2","this",1672,0.00657894736842105,"show"
"2533","this tweet",11,"2","this",1672,0.00657894736842105,"tweet"
"2925","but still",9,"2","but",1372,0.0065597667638484,"still"
"2926","but thanks",9,"2","but",1372,0.0065597667638484,"thanks"
"2927","but that",9,"2","but",1372,0.0065597667638484,"that"
"2928","but there",9,"2","but",1372,0.0065597667638484,"there"
"3566","out all",8,"2","out",1220,0.00655737704918033,"all"
"3567","out im",8,"2","out",1220,0.00655737704918033,"im"
"1122","my brother",20,"2","my",3053,0.00655093350802489,"brother"
"3401","get an",8,"2","get",1222,0.00654664484451719,"an"
"3402","get any",8,"2","get",1222,0.00654664484451719,"any"
"3403","get away",8,"2","get",1222,0.00654664484451719,"away"
"3404","get here",8,"2","get",1222,0.00654664484451719,"here"
"244","the last",64,"2","the",9784,0.00654129190515127,"last"
"2113","at school",12,"2","at",1835,0.00653950953678474,"school"
"1823","me lol",14,"2","me",2141,0.00653900046707146,"lol"
"1824","me or",14,"2","me",2141,0.00653900046707146,"or"
"1825","me with",14,"2","me",2141,0.00653900046707146,"with"
"1826","me you",14,"2","me",2141,0.00653900046707146,"you"
"835","is getting",25,"2","is",3826,0.00653423941453215,"getting"
"836","is one",25,"2","is",3826,0.00653423941453215,"one"
"296","to help",55,"2","to",8421,0.00653129082056763,"help"
"844","of people",25,"2","of",3840,0.00651041666666667,"people"
"2327","your eyes",12,"2","your",1845,0.00650406504065041,"eyes"
"2328","your name",12,"2","your",1845,0.00650406504065041,"name"
"2329","your way",12,"2","your",1845,0.00650406504065041,"way"
"2330","your welcome",12,"2","your",1845,0.00650406504065041,"welcome"
"785","in love",26,"2","in",4007,0.00648864487147492,"love"
"786","in to",26,"2","in",4007,0.00648864487147492,"to"
"2419","im an",11,"2","im",1705,0.00645161290322581,"an"
"2420","im back",11,"2","im",1705,0.00645161290322581,"back"
"2421","im excited",11,"2","im",1705,0.00645161290322581,"excited"
"2422","im good",11,"2","im",1705,0.00645161290322581,"good"
"2423","im like",11,"2","im",1705,0.00645161290322581,"like"
"2424","im looking",11,"2","im",1705,0.00645161290322581,"looking"
"2425","im working",11,"2","im",1705,0.00645161290322581,"working"
"1557","that makes",16,"2","that",2488,0.00643086816720257,"makes"
"1558","that my",16,"2","that",2488,0.00643086816720257,"my"
"1559","that sounds",16,"2","that",2488,0.00643086816720257,"sounds"
"2695","just in",10,"2","just",1556,0.006426735218509,"in"
"2696","just landed",10,"2","just",1556,0.006426735218509,"landed"
"2697","just let",10,"2","just",1556,0.006426735218509,"let"
"2698","just read",10,"2","just",1556,0.006426735218509,"read"
"307","to come",54,"2","to",8421,0.00641254007837549,"come"
"640","and now",30,"2","and",4687,0.00640068273949221,"now"
"3233","we made",9,"2","we",1407,0.00639658848614072,"made"
